Entreprise,Date,Département,TypeTransaction,TypeDépense,Montant,DepartementID,Responsable,Client_Fournisseur,Projet,Année,Mois,Trimestre,YearMonth,AnnéeFiscale,JourSemaine,Montant_Signe,Semaine,JourAnnée
Tunisie Telecom,2025-10-09,Ventes,Dépense,Déplacements,838.314,DEPT001,Tarek Nciri,Employés_TT,Recherche_5G,2025,10,4,2025-10,2025,Thursday,-838.314,41,282
Tunisie Telecom,2025-06-25,Marketing,Dépense,Design,21378.542,DEPT002,Khadija Masmoudi,Société_Maintenance_TN,Logistique_Courrier,2025,6,2,2025-06,2025,Wednesday,-21378.542,26,176
Tunisie Telecom,2023-06-14,Marketing,Dépense,Événements,24338.448,DEPT002,Youssef Sassi,Agence_Digital_TN,Formation_Management,2023,6,2,2023-06,2023,Wednesday,-24338.448,24,165
Tunisie Telecom,2024-07-16,Logistique,Dépense,Maintenance,24621.651,DEPT008,Anis Dahmani,Intérim_TN,Projet_Digitalisation,2024,7,3,2024-07,2024,Tuesday,-24621.651,29,198
Tunisie Telecom,2024-07-23,Logistique,Dépense,Maintenance,22245.783,DEPT008,Khadija Masmoudi,INNORPI,Création_Graphique,2024,7,3,2024-07,2024,Tuesday,-22245.783,30,205
Tunisie Telecom,2023-02-06,Ventes,Dépense,Événements,3776.255,DEPT001,Sirine Ben Amor,Agence_Digital_TN,Services_Titres,2023,2,1,2023-02,2023,Monday,-3776.255,6,37
Tunisie Telecom,2023-01-13,IT,Revenu,N/A,43190.215,DEPT006,Anis Sassi,Amen Bank,Audit_Annuel_2023,2023,1,1,2023-01,2023,Friday,43190.215,2,13
Tunisie Telecom,2024-07-31,Marketing,Dépense,Campagnes,3444.264,DEPT002,Wael Gharbi,CNSS,Infrastructure_Télécom,2024,7,3,2024-07,2024,Wednesday,-3444.264,31,213
Tunisie Telecom,2023-08-17,IT,Dépense,Cloud,2931.325,DEPT006,Sana Masmoudi,Centre_Formation_Ventes,Tests_Equipement,2023,8,3,2023-08,2023,Thursday,-2931.325,33,229
Tunisie Telecom,2025-05-01,IT,Dépense,Cloud,20310.151,DEPT006,Sami Oueslati,Dell_Tunisie,Partenariat_Recherche,2025,5,2,2025-05,2025,Thursday,-20310.151,18,121
Tunisie Telecom,2024-05-09,IT,Dépense,Logiciels,23520.989,DEPT006,Anis Lahmar,AWS_Tunisie,Tests_Equipement,2024,5,2,2024-05,2024,Thursday,-23520.989,19,130
Tunisie Telecom,2025-09-29,R&D,Revenu,N/A,74323.438,DEPT004,Leila Nciri,Attijari Bank,Extension_Réseau,2025,9,3,2025-09,2025,Monday,74323.438,40,272
Tunisie Telecom,2025-07-27,Logistique,Revenu,N/A,30230.231,DEPT008,Leila Mejri,Banque_Tunisie,Protection_IP,2025,7,3,2025-07,2025,Sunday,30230.231,30,208
Tunisie Telecom,2023-05-16,R&D,Revenu,N/A,71534.342,DEPT004,Imen Oueslati,Amen Bank,Campagne_4G_2023,2023,5,2,2023-05,2023,Tuesday,71534.342,20,136
Tunisie Telecom,2024-09-15,R&D,Dépense,Équipement,4687.816,DEPT004,Hassan Mansouri,Total_Tunisie,Formation_Management,2024,9,3,2024-09,2024,Sunday,-4687.816,37,259
Tunisie Telecom,2024-03-26,Logistique,Revenu,N/A,29957.846,DEPT008,Khadija Jaziri,UBCI,Matériel_Emballage,2024,3,1,2024-03,2024,Tuesday,29957.846,13,86
Tunisie Telecom,2023-03-11,IT,Dépense,Support,13755.631,DEPT006,Rania Nciri,SAP_Tunisie,Séminaire_Entreprise,2023,3,1,2023-03,2023,Saturday,-13755.631,10,70
Tunisie Telecom,2024-11-08,IT,Dépense,Cloud,9466.434,DEPT006,Amel Guesmi,Entrepôt_TN_Sud,Support_Technique,2024,11,4,2024-11,2024,Friday,-9466.434,45,313
Tunisie Telecom,2025-03-04,Ventes,Revenu,N/A,78413.957,DEPT001,Khadija Ferchichi,La Poste Tunisienne,Campagne_Marketing_Eté,2025,3,1,2025-03,2025,Tuesday,78413.957,10,63
Tunisie Telecom,2025-08-10,IT,Revenu,N/A,35112.56,DEPT006,Khadija Zouari,Union_Bancaire,Innovation_5G,2025,8,3,2025-08,2025,Sunday,35112.56,32,222
Tunisie Telecom,2025-03-19,R&D,Dépense,Tests,6718.006,DEPT004,Marwa Guesmi,Entrepôt_TN_Sud,Campagne_Marketing_Eté,2025,3,1,2025-03,2025,Wednesday,-6718.006,12,78
Tunisie Telecom,2023-11-05,IT,Revenu,N/A,62832.084,DEPT006,Mohamed Karray,Attijari Bank,Projet_Digitalisation,2023,11,4,2023-11,2023,Sunday,62832.084,44,309
Tunisie Telecom,2025-03-04,Marketing,Dépense,Digital,19158.865,DEPT002,Hedi Ben Salem,Azure_Tunisie,Partenariat_R&D,2025,3,1,2025-03,2025,Tuesday,-19158.865,10,63
Tunisie Telecom,2025-04-03,Logistique,Dépense,Carburant,20953.897,DEPT008,Slim Dahmani,Transporteur_Logistique,Formation_Management,2025,4,2,2025-04,2025,Thursday,-20953.897,14,93
Tunisie Telecom,2024-10-24,Ventes,Dépense,Formation,7099.992,DEPT001,Marwen Gharbi,Azure_Tunisie,Recrutement_2023,2024,10,4,2024-10,2024,Thursday,-7099.992,43,298
Tunisie Telecom,2023-02-06,IT,Dépense,Cloud,19931.545,DEPT006,Sirine Nciri,SAP_Tunisie,Licences_ERP,2023,2,1,2023-02,2023,Monday,-19931.545,6,37
Tunisie Telecom,2024-03-14,R&D,Dépense,Équipement,4591.298,DEPT004,Faten Tlili,Société_Maintenance_TN,Recrutement_2023,2024,3,1,2024-03,2024,Thursday,-4591.298,11,74
Tunisie Telecom,2023-05-10,R&D,Dépense,Équipement,1370.911,DEPT004,Khadija Masmoudi,Total_Tunisie,Logistique_Industrielle,2023,5,2,2023-05,2023,Wednesday,-1370.911,19,130
Tunisie Telecom,2025-10-16,Marketing,Revenu,N/A,74630.779,DEPT002,Imen Chaabane,Nokia Tunisie,Déploiement_Réseau,2025,10,4,2025-10,2025,Thursday,74630.779,42,289
Tunisie Telecom,2023-03-01,R&D,Revenu,N/A,32317.236,DEPT004,Mohamed Mansouri,Maroc Telecom,Conseil_Stratégique,2023,3,1,2023-03,2023,Wednesday,32317.236,9,60
Tunisie Telecom,2023-06-14,Finance,Dépense,Conseil,10611.686,DEPT007,Marwen Ben Amor,Agence_Créative_TN,Campagne_4G_2023,2023,6,2,2023-06,2023,Wednesday,-10611.686,24,165
Tunisie Telecom,2025-12-30,R&D,Dépense,Tests,21472.566,DEPT004,Nader Masmoudi,Kaspersky_TN,Carburant_Flotte,2025,12,4,2025-12,2025,Tuesday,-21472.566,1,364
Tunisie Telecom,2025-09-13,R&D,Dépense,Développement,22886.992,DEPT004,Hanen Rezgui,Transport_TN,Formation_Employés,2025,9,3,2025-09,2025,Saturday,-22886.992,37,256
Tunisie Telecom,2023-08-07,Ventes,Revenu,N/A,48204.487,DEPT001,Rami Guesmi,Huawei Tunisie,Services_Cloud,2023,8,3,2023-08,2023,Monday,48204.487,32,219
Tunisie Telecom,2025-04-12,Marketing,Dépense,Événements,12800.355,DEPT002,Salma Jebali,McKinsey_Tunisie,Développement_App,2025,4,2,2025-04,2025,Saturday,-12800.355,15,102
Tunisie Telecom,2025-03-12,Marketing,Dépense,Événements,6585.636,DEPT002,Salma Mejri,TNT_Express,Migration_Cloud,2025,3,1,2025-03,2025,Wednesday,-6585.636,11,71
Tunisie Telecom,2025-09-02,Finance,Dépense,Fournitures,14574.472,DEPT007,Anis Bouaziz,Fournisseur_Câbles_TN,Services_Financiers,2025,9,3,2025-09,2025,Tuesday,-14574.472,36,245
Tunisie Telecom,2025-04-25,Marketing,Dépense,Publicité,15863.626,DEPT002,Nader Karray,Azure_Tunisie,Logistique_Courrier,2025,4,2,2025-04,2025,Friday,-15863.626,17,115
Tunisie Telecom,2024-09-05,Ressources Humaines,Dépense,Avantages,6033.798,DEPT005,Sami Ferchichi,Centre_Formation_Ventes,Partenariat_R&D,2024,9,3,2024-09,2024,Thursday,-6033.798,36,249
Tunisie Telecom,2025-07-27,Production,Revenu,N/A,35329.733,DEPT003,Hedi Saidi,Huawei Tunisie,Transformation_Digitale,2025,7,3,2025-07,2025,Sunday,35329.733,30,208
Tunisie Telecom,2025-10-07,IT,Dépense,Logiciels,11880.367,DEPT006,Nadia Kchaou,Cabinet_Consulting_TN,Projet_Logistique_2023,2025,10,4,2025-10,2025,Tuesday,-11880.367,41,280
Tunisie Telecom,2023-08-26,Logistique,Revenu,N/A,33453.608,DEPT008,Nader Oueslati,La Poste Tunisienne,Services_Cloud,2023,8,3,2023-08,2023,Saturday,33453.608,34,238
Tunisie Telecom,2024-03-01,Logistique,Dépense,Carburant,21922.593,DEPT008,Sonia Chaabane,Facebook_Ads_TN,Sécurité_Informatique,2024,3,1,2024-03,2024,Friday,-21922.593,9,61
Tunisie Telecom,2023-02-04,Ressources Humaines,Dépense,Formation,24738.335,DEPT005,Marwen Guesmi,Cisco_Tunisie,Tests_Equipement,2023,2,1,2023-02,2023,Saturday,-24738.335,5,35
Tunisie Telecom,2023-12-01,Logistique,Dépense,Maintenance,8864.806,DEPT008,Nader Mansouri,McKinsey_Tunisie,Logistique_Industrielle,2023,12,4,2023-12,2023,Friday,-8864.806,48,335
Tunisie Telecom,2025-02-27,Marketing,Revenu,N/A,14808.475,DEPT002,Hanen Tlili,Huawei Tunisie,Création_Graphique,2025,2,1,2025-02,2025,Thursday,14808.475,9,58
Tunisie Telecom,2023-08-09,Ventes,Revenu,N/A,53784.795,DEPT001,Sami Zouari,Orange Tunisie,Extension_Réseau,2023,8,3,2023-08,2023,Wednesday,53784.795,32,221
Tunisie Telecom,2025-05-25,Finance,Dépense,Formation,12195.498,DEPT007,Imen Saidi,Radio_Télé_TN,Partenariat_Recherche,2025,5,2,2025-05,2025,Sunday,-12195.498,21,145
Tunisie Telecom,2024-01-22,Logistique,Revenu,N/A,39382.524,DEPT008,Aicha Lahmar,Ministère TIC,Protection_IP,2024,1,1,2024-01,2024,Monday,39382.524,4,22
Tunisie Telecom,2023-10-30,Production,Dépense,Énergie,10880.994,DEPT003,Zied Rezgui,Centre_Formation_TN,Service_Bancaire_2023,2023,10,4,2023-10,2023,Monday,-10880.994,44,303
Tunisie Telecom,2025-11-20,Logistique,Revenu,N/A,70015.257,DEPT008,Rami Dahmani,Ooredoo Tunisie,Infrastructure_Télécom,2025,11,4,2025-11,2025,Thursday,70015.257,47,324
Tunisie Telecom,2024-08-07,Ressources Humaines,Dépense,Formation,8717.082,DEPT005,Marwen Oueslati,Microsoft_Tunisie,Fournitures_Bureau,2024,8,3,2024-08,2024,Wednesday,-8717.082,32,220
Tunisie Telecom,2024-04-23,Production,Dépense,Maintenance,18718.625,DEPT003,Imen Saidi,Carton_Tunisie,Logistique_Courrier,2024,4,2,2024-04,2024,Tuesday,-18718.625,17,114
Tunisie Telecom,2023-08-04,IT,Dépense,Cloud,4005.371,DEPT006,Mohamed Zouari,SOTRAME,Audit_Annuel_2023,2023,8,3,2023-08,2023,Friday,-4005.371,31,216
Tunisie Telecom,2024-06-07,R&D,Dépense,Recherche,11292.612,DEPT004,Imen Jaziri,Cabinet_Consulting_TN,Création_Graphique,2024,6,2,2024-06,2024,Friday,-11292.612,23,159
Tunisie Telecom,2025-01-04,Marketing,Dépense,Publicité,7611.47,DEPT002,Asma Sassi,Agence_Pub_Media,Stratégie_2023,2025,1,1,2025-01,2025,Saturday,-7611.47,1,4
Tunisie Telecom,2023-03-02,Logistique,Dépense,Carburant,5787.166,DEPT008,Sana Dahmani,Hotel_Lac_Tunis,Logistique_Courrier,2023,3,1,2023-03,2023,Thursday,-5787.166,9,61
Tunisie Telecom,2023-11-27,Marketing,Revenu,N/A,27280.356,DEPT002,Mouna Ferchichi,Banque_Tunisie,Partenariat_Recherche,2023,11,4,2023-11,2023,Monday,27280.356,48,331
Tunisie Telecom,2023-10-19,Logistique,Revenu,N/A,61507.876,DEPT008,Mohamed Chaabane,Orange Tunisie,Logistique_Industrielle,2023,10,4,2023-10,2023,Thursday,61507.876,42,292
Tunisie Telecom,2024-01-18,Marketing,Dépense,Design,2840.955,DEPT002,Slim Hammami,Centre_Formation_Ventes,Formation_Employés,2024,1,1,2024-01,2024,Thursday,-2840.955,3,18
Tunisie Telecom,2024-08-25,Marketing,Dépense,Digital,15947.79,DEPT002,Nader Ben Amor,Radio_Télé_TN,Formation_Management,2024,8,3,2024-08,2024,Sunday,-15947.79,34,238
Tunisie Telecom,2023-11-25,R&D,Dépense,Développement,10363.097,DEPT004,Nader Ferchichi,Azure_Tunisie,Services_Titres,2023,11,4,2023-11,2023,Saturday,-10363.097,47,329
Tunisie Telecom,2023-10-08,Marketing,Dépense,Digital,11839.91,DEPT002,Amine Chaabane,Facebook_Ads_TN,Recherche_5G,2023,10,4,2023-10,2023,Sunday,-11839.91,40,281
Tunisie Telecom,2024-12-30,Finance,Dépense,Formation,14426.325,DEPT007,Slim Zouari,Entrepôt_TN_Sud,Séminaire_Entreprise,2024,12,4,2024-12,2024,Monday,-14426.325,1,365
Tunisie Telecom,2024-05-28,Production,Revenu,N/A,63426.173,DEPT003,Salma Jebali,STB,Contrat_International,2024,5,2,2024-05,2024,Tuesday,63426.173,22,149
Tunisie Telecom,2023-01-01,Production,Revenu,N/A,68638.444,DEPT003,Omar Bouaziz,UBCI,Contrat_International,2023,1,1,2023-01,2023,Sunday,68638.444,52,1
Tunisie Telecom,2024-10-06,Production,Dépense,Matières premières,21359.33,DEPT003,Nadia Ben Salem,CNSS,Services_Cloud,2024,10,4,2024-10,2024,Sunday,-21359.33,40,280
Tunisie Telecom,2024-02-22,Ventes,Revenu,N/A,39053.672,DEPT001,Sonia Ferchichi,Maroc Telecom,Stratégie_2023,2024,2,1,2024-02,2024,Thursday,39053.672,8,53
Tunisie Telecom,2024-07-20,Ventes,Dépense,Commissions,17930.353,DEPT001,Hanen Zouari,Facebook_Ads_TN,Audit_Annuel_2023,2024,7,3,2024-07,2024,Saturday,-17930.353,29,202
Tunisie Telecom,2023-09-11,R&D,Dépense,Tests,7482.891,DEPT004,Rim Karray,Dell_Tunisie,Déploiement_Réseau,2023,9,3,2023-09,2023,Monday,-7482.891,37,254
Tunisie Telecom,2023-01-06,Logistique,Revenu,N/A,79147.69,DEPT008,Fatma Lahmar,Amen Bank,Serveurs_Infrastructure,2023,1,1,2023-01,2023,Friday,79147.69,1,6
Tunisie Telecom,2025-09-02,Ventes,Dépense,Formation,21857.446,DEPT001,Aymen Bouaziz,Agence_Créative_TN,Commissions_Q2,2025,9,3,2025-09,2025,Tuesday,-21857.446,36,245
Tunisie Telecom,2024-01-26,Logistique,Dépense,Stockage,2919.465,DEPT008,Rania Hammami,Agence_Digital_TN,Séminaire_Entreprise,2024,1,1,2024-01,2024,Friday,-2919.465,4,26
Tunisie Telecom,2025-09-16,IT,Revenu,N/A,27170.029,DEPT006,Karim Dahmani,Ministère TIC,Campagne_4G_2023,2025,9,3,2025-09,2025,Tuesday,27170.029,38,259
Tunisie Telecom,2025-12-06,Production,Dépense,Transport,11876.045,DEPT003,Mouna Sassi,Agence_Digital_TN,Infrastructure_Télécom,2025,12,4,2025-12,2025,Saturday,-11876.045,49,340
Tunisie Telecom,2024-12-03,Marketing,Revenu,N/A,18077.198,DEPT002,Ali Ben Amor,Ooredoo Tunisie,Service_Bancaire_2023,2024,12,4,2024-12,2024,Tuesday,18077.198,49,338
Tunisie Telecom,2025-12-19,Finance,Revenu,N/A,66987.131,DEPT007,Aymen Mejri,Zitouna Bank,Formation_Management,2025,12,4,2025-12,2025,Friday,66987.131,51,353
Tunisie Telecom,2023-11-02,Ventes,Revenu,N/A,28055.561,DEPT001,Asma Sassi,Zitouna Bank,Maintenance_Véhicules,2023,11,4,2023-11,2023,Thursday,28055.561,44,306
Tunisie Telecom,2025-02-22,Logistique,Dépense,Maintenance,18394.383,DEPT008,Mouna Oueslati,Laboratoire_Télécom_TN,Campagne_Digitale_Q4,2025,2,1,2025-02,2025,Saturday,-18394.383,8,53
Tunisie Telecom,2024-05-11,Marketing,Dépense,Événements,3134.06,DEPT002,Aicha Jebali,Agence_Events_TN,Transformation_Digitale,2024,5,2,2024-05,2024,Saturday,-3134.06,19,132
Tunisie Telecom,2023-01-01,Production,Revenu,N/A,44836.275,DEPT003,Omar Nciri,La Poste Tunisienne,Séminaire_Entreprise,2023,1,1,2023-01,2023,Sunday,44836.275,52,1
Tunisie Telecom,2024-10-08,Ventes,Dépense,Événements,4092.381,DEPT001,Rania Guesmi,Dell_Tunisie,Stratégie_2023,2024,10,4,2024-10,2024,Tuesday,-4092.381,41,282
Tunisie Telecom,2023-01-26,Ventes,Dépense,Matériel,18580.929,DEPT001,Yasmine Mejri,Transporteur_Logistique,Protection_IP,2023,1,1,2023-01,2023,Thursday,-18580.929,4,26
Tunisie Telecom,2025-09-13,Production,Revenu,N/A,45312.948,DEPT003,Salma Dahmani,Banque_Tunisie,Fournitures_Bureau,2025,9,3,2025-09,2025,Saturday,45312.948,37,256
Tunisie Telecom,2023-05-15,IT,Dépense,Logiciels,19864.228,DEPT006,Mouna Hammami,Azure_Tunisie,Tests_Equipement,2023,5,2,2023-05,2023,Monday,-19864.228,20,135
Tunisie Telecom,2025-11-15,Finance,Dépense,Conseil,16612.364,DEPT007,Zied Tlili,Hotel_Lac_Tunis,Extension_Réseau,2025,11,4,2025-11,2025,Saturday,-16612.364,46,319
Tunisie Telecom,2024-04-07,Logistique,Revenu,N/A,72573.722,DEPT008,Tarek Ben Amor,UBCI,Partenariat_Recherche,2024,4,2,2024-04,2024,Sunday,72573.722,14,98
Tunisie Telecom,2023-10-24,Finance,Dépense,Formation,17502.459,DEPT007,Sami Mansouri,Fournisseur_Câbles_TN,Fournitures_Bureau,2023,10,4,2023-10,2023,Tuesday,-17502.459,43,297
Tunisie Telecom,2023-05-19,Marketing,Revenu,N/A,39645.058,DEPT002,Mouna Tlili,Ministère TIC,Campagne_Marketing_Eté,2023,5,2,2023-05,2023,Friday,39645.058,20,139
Tunisie Telecom,2024-08-18,Ressources Humaines,Revenu,N/A,21687.085,DEPT005,Aicha Jebali,Amen Bank,Audit_Externe,2024,8,3,2024-08,2024,Sunday,21687.085,33,231
Tunisie Telecom,2024-04-30,R&D,Dépense,Développement,6597.956,DEPT004,Yasmine Dahmani,SAP_Tunisie,Partenariat_Recherche,2024,4,2,2024-04,2024,Tuesday,-6597.956,18,121
Tunisie Telecom,2025-01-12,Marketing,Revenu,N/A,74676.32,DEPT002,Amel Ben Salem,Banque_Tunisie,Projet_Fibre_2023,2025,1,1,2025-01,2025,Sunday,74676.32,2,12
Tunisie Telecom,2024-06-16,IT,Revenu,N/A,33950.225,DEPT006,Tarek Sassi,Ooredoo Tunisie,Salon_Tech,2024,6,2,2024-06,2024,Sunday,33950.225,24,168
Tunisie Telecom,2023-12-25,Ventes,Dépense,Matériel,9445.299,DEPT001,Hassan Karray,CNSS,Carburant_Flotte,2023,12,4,2023-12,2023,Monday,-9445.299,52,359
Tunisie Telecom,2023-12-13,Logistique,Revenu,N/A,67209.487,DEPT008,Rim Dahmani,BH Bank,Projet_Logistique_2023,2023,12,4,2023-12,2023,Wednesday,67209.487,50,347
Tunisie Telecom,2024-12-14,Marketing,Revenu,N/A,11167.128,DEPT002,Wael Ben Amor,Union_Bancaire,Déploiement_Réseau,2024,12,4,2024-12,2024,Saturday,11167.128,50,349
Tunisie Telecom,2025-04-10,Ressources Humaines,Dépense,Formation,18574.76,DEPT005,Karim Chaabane,Transporteur_TN_1,Campagne_Marketing_Eté,2025,4,2,2025-04,2025,Thursday,-18574.76,15,100
Tunisie Telecom,2024-07-16,Finance,Dépense,Conseil,5305.93,DEPT007,Wael Hammami,Helpdesk_TN,Formation_Management,2024,7,3,2024-07,2024,Tuesday,-5305.93,29,198
Tunisie Telecom,2023-07-31,Ressources Humaines,Dépense,Formation,6070.847,DEPT005,Salma Bouaziz,TNT_Express,Développement_App,2023,7,3,2023-07,2023,Monday,-6070.847,31,212
Tunisie Telecom,2024-01-19,Production,Dépense,Main d'œuvre,4866.768,DEPT003,Sana Karray,SOTRAME,Stratégie_2023,2024,1,1,2024-01,2024,Friday,-4866.768,3,19
Tunisie Telecom,2023-12-05,Logistique,Dépense,Maintenance,4613.669,DEPT008,Salma Mansouri,Université_Mannouba,Transport_Équipement,2023,12,4,2023-12,2023,Tuesday,-4613.669,49,339
Tunisie Telecom,2023-04-05,Ressources Humaines,Dépense,Formation,11740.489,DEPT005,Amel Ferchichi,Cabinet_Consulting_TN,Projet_Fibre_2023,2023,4,2,2023-04,2023,Wednesday,-11740.489,14,95
Tunisie Telecom,2025-05-10,IT,Dépense,Sécurité,18814.26,DEPT006,Yasmine Trabelsi,Carton_Tunisie,Carburant_Flotte,2025,5,2,2025-05,2025,Saturday,-18814.26,19,130
Tunisie Telecom,2024-09-22,Production,Dépense,Matières premières,8452.719,DEPT003,Sirine Dahmani,Agence_Créative_TN,Partenariat_R&D,2024,9,3,2024-09,2024,Sunday,-8452.719,38,266
Tunisie Telecom,2025-04-14,Ventes,Dépense,Matériel,4982.79,DEPT001,Rim Dahmani,SSII_Tunisie,Partenariat_Recherche,2025,4,2,2025-04,2025,Monday,-4982.79,16,104
Tunisie Telecom,2024-01-22,Ressources Humaines,Revenu,N/A,27962.054,DEPT005,Youssef Jebali,La Poste Tunisienne,Logistique_Courrier,2024,1,1,2024-01,2024,Monday,27962.054,4,22
Tunisie Telecom,2024-03-29,Production,Revenu,N/A,75474.446,DEPT003,Mohamed Rezgui,Ericsson Tunisie,Sécurité_Informatique,2024,3,1,2024-03,2024,Friday,75474.446,13,89
Tunisie Telecom,2024-12-24,Logistique,Dépense,Emballage,5053.635,DEPT008,Omar Hammami,Agence_Pub_Media,Innovation_5G,2024,12,4,2024-12,2024,Tuesday,-5053.635,52,359
Tunisie Telecom,2025-08-31,Ressources Humaines,Dépense,Formation,14011.382,DEPT005,Fatma Tlili,Centre_Etudes_Telecom,Séminaire_Entreprise,2025,8,3,2025-08,2025,Sunday,-14011.382,35,243
Tunisie Telecom,2025-05-30,Ressources Humaines,Dépense,Formation,12242.391,DEPT005,Anis Tlili,STEG,Sécurité_Informatique,2025,5,2,2025-05,2025,Friday,-12242.391,22,150
Tunisie Telecom,2023-09-15,IT,Dépense,Matériel,4848.152,DEPT006,Aicha Hammami,Carton_Tunisie,Salaires_Janvier,2023,9,3,2023-09,2023,Friday,-4848.152,37,258
Tunisie Telecom,2023-03-30,Ventes,Dépense,Commissions,8147.107,DEPT001,Yasmine Jaziri,Transporteur_Logistique,Carburant_Flotte,2023,3,1,2023-03,2023,Thursday,-8147.107,13,89
Tunisie Telecom,2024-01-03,IT,Revenu,N/A,13552.313,DEPT006,Amine Nciri,BIAT,Services_Financiers,2024,1,1,2024-01,2024,Wednesday,13552.313,1,3
Tunisie Telecom,2025-02-04,IT,Revenu,N/A,51466.72,DEPT006,Imen Ben Salem,Attijari Bank,Cotisations_Sociales,2025,2,1,2025-02,2025,Tuesday,51466.72,6,35
Tunisie Telecom,2023-03-19,Finance,Dépense,Audit,21986.822,DEPT007,Mouna Saidi,Helpdesk_TN,Innovation_5G,2023,3,1,2023-03,2023,Sunday,-21986.822,11,78
Tunisie Telecom,2023-10-03,Production,Dépense,Matières premières,20032.011,DEPT003,Amel Lahmar,Centre_Etudes_Telecom,Logistique_Industrielle,2023,10,4,2023-10,2023,Tuesday,-20032.011,40,276
Tunisie Telecom,2023-09-16,Ventes,Dépense,Formation,9342.953,DEPT001,Karim Tlili,SAP_Tunisie,Conseil_Stratégique,2023,9,3,2023-09,2023,Saturday,-9342.953,37,259
Tunisie Telecom,2024-03-25,Ventes,Revenu,N/A,25098.254,DEPT001,Asma Sassi,Ministère TIC,Stratégie_2023,2024,3,1,2024-03,2024,Monday,25098.254,13,85
Tunisie Telecom,2023-09-06,R&D,Revenu,N/A,58018.875,DEPT004,Khadija Hammami,Ooredoo Tunisie,Contrat_International,2023,9,3,2023-09,2023,Wednesday,58018.875,36,249
Tunisie Telecom,2025-10-20,Production,Dépense,Maintenance,11506.068,DEPT003,Salma Gharbi,Kaspersky_TN,Matériel_Emballage,2025,10,4,2025-10,2025,Monday,-11506.068,43,293
Tunisie Telecom,2023-04-19,IT,Dépense,Matériel,23047.538,DEPT006,Leila Guesmi,Bureau_Plus_TN,Partenariat_R&D,2023,4,2,2023-04,2023,Wednesday,-23047.538,16,109
Tunisie Telecom,2023-07-08,Marketing,Revenu,N/A,55790.9,DEPT002,Khadija Tlili,Amen Bank,Recrutement_2023,2023,7,3,2023-07,2023,Saturday,55790.9,27,189
Tunisie Telecom,2024-08-25,Production,Dépense,Matières premières,2117.357,DEPT003,Salma Gharbi,Kaspersky_TN,Salaires_Janvier,2024,8,3,2024-08,2024,Sunday,-2117.357,34,238
Tunisie Telecom,2023-02-11,Finance,Revenu,N/A,34762.689,DEPT007,Sana Lahmar,Ooredoo Tunisie,Licences_ERP,2023,2,1,2023-02,2023,Saturday,34762.689,6,42
Tunisie Telecom,2024-03-22,Ressources Humaines,Dépense,Événements internes,14935.299,DEPT005,Marwa Saidi,Hotel_Lac_Tunis,Contrat_International,2024,3,1,2024-03,2024,Friday,-14935.299,12,82
Tunisie Telecom,2024-06-15,Logistique,Revenu,N/A,18878.917,DEPT008,Khadija Gharbi,La Poste Tunisienne,Maintenance_Réseau,2024,6,2,2024-06,2024,Saturday,18878.917,24,167
Tunisie Telecom,2024-02-20,Production,Revenu,N/A,60214.793,DEPT003,Tarek Dahmani,Banque_Tunisie,Infrastructure_Télécom,2024,2,1,2024-02,2024,Tuesday,60214.793,8,51
Tunisie Telecom,2025-11-16,Production,Dépense,Énergie,13520.665,DEPT003,Mouna Trabelsi,Helpdesk_TN,Sécurité_Informatique,2025,11,4,2025-11,2025,Sunday,-13520.665,46,320
Tunisie Telecom,2025-08-28,Ressources Humaines,Revenu,N/A,66988.927,DEPT005,Rami Masmoudi,Nokia Tunisie,Projet_Fibre_2023,2025,8,3,2025-08,2025,Thursday,66988.927,35,240
Tunisie Telecom,2023-12-12,Marketing,Dépense,Événements,22192.76,DEPT002,Salma Mansouri,Fournisseur_Fibre_Optique,Migration_Cloud,2023,12,4,2023-12,2023,Tuesday,-22192.76,50,346
Tunisie Telecom,2024-07-01,R&D,Revenu,N/A,35857.934,DEPT004,Nader Oueslati,Union_Bancaire,Fournitures_Bureau,2024,7,3,2024-07,2024,Monday,35857.934,27,183
Tunisie Telecom,2024-04-01,Ressources Humaines,Dépense,Recrutement,12642.985,DEPT005,Omar Guesmi,Carton_Tunisie,Maintenance_Réseau,2024,4,2,2024-04,2024,Monday,-12642.985,14,92
Tunisie Telecom,2024-05-03,Production,Dépense,Énergie,8618.147,DEPT003,Sami Ferchichi,Agence_Pub_Media,Développement_App,2024,5,2,2024-05,2024,Friday,-8618.147,18,124
Tunisie Telecom,2023-05-26,Finance,Revenu,N/A,12803.69,DEPT007,Marwa Guesmi,Maroc Telecom,Création_Graphique,2023,5,2,2023-05,2023,Friday,12803.69,21,146
Tunisie Telecom,2024-02-15,Logistique,Dépense,Carburant,9486.272,DEPT008,Hanen Ben Salem,Intérim_TN,Recrutement_2023,2024,2,1,2024-02,2024,Thursday,-9486.272,7,46
